PROVINCE_CODE,CITY_CODE,DISTRICT_CODE,STANDARD_YEAR_MONTH,WEEKDAY_WEEKEND,GENDER,AGE_GROUP,TIME_SLOT,RESIDENTIAL_POPULATION,WORKING_POPULATION,VISITING_POPULATION
11,11140,11140132,202205,H,M,65,T24,38.04,2.51,8.81
11,11560,11560108,202209,H,M,60,T06,181.61,20.9,84.45
11,11560,11560128,202302,W,F,20,T21,276.45,33.53,129.23
11,11140,11140162,202209,W,M,15,T09,554.09,0.0,2208.7
11,11140,11140145,202102,H,F,45,T09,8.43,10.74,23.8
11,11140,11140148,202107,W,F,65,T09,59.31,190.3,135.41
11,11140,11140117,202106,H,M,60,T09,7.98,19.03,39.53
11,11650,11650103,202306,H,F,35,T12,299.98,28.79,113.26
11,11140,11140120,202108,W,M,70,T09,48.11,0.0,162.04
11,11560,11560123,202101,W,F,65,T06,118.74,11.84,19.46
11,11140,11140164,202111,W,M,25,T12,33.76,32.83,51.35
11,11560,11560126,202108,H,F,65,T15,67.35,8.34,14.88
11,11140,11140125,202307,W,M,25,T12,47.14,153.34,121.8
11,11140,11140172,202304,H,F,45,T24,21.88,0.63,3.37
11,11140,11140167,202310,W,F,70,T15,103.62,0.0,136.26
11,11560,11560108,202208,H,F,60,T06,201.81,18.25,57.53
11,11140,11140127,202101,W,M,50,T21,19.8,11.08,29.93
11,11140,11140174,202106,W,F,65,T12,25.06,10.61,10.36
11,11140,11140107,202112,W,M,25,T12,2.52,50.88,36.19
11,11560,11560129,202104,W,F,20,T12,79.93,89.45,54.81
11,11140,11140130,202107,W,M,15,T12,0.61,0.0,4.8
11,11140,11140143,202308,W,F,45,T24,81.44,3.77,7.84
11,11140,11140110,202209,H,M,55,T21,13.86,2.15,10.56
11,11140,11140120,202312,W,F,70,T09,199.34,0.0,220.16
11,11560,11560133,202109,W,M,45,T15,1198.74,462.3,595.8
11,11140,11140170,202304,H,F,35,T21,46.04,2.38,24.7
11,11650,11650108,202201,W,M,35,T12,1970.69,5159.02,10296.82
11,11560,11560107,202310,W,F,40,T24,231.15,4.52,26.56
11,11140,11140138,202110,H,M,25,T15,55.22,30.1,139.03
11,11140,11140101,202312,H,M,45,T15,62.98,19.39,94.57
11,11140,11140166,202202,W,M,35,T18,48.52,173.46,311.98
11,11140,11140123,202204,H,M,70,T12,6.01,0.0,21.98
11,11140,11140122,202210,W,F,55,T06,58.29,38.71,33.04
11,11560,11560131,202111,H,M,15,T06,65.19,0.0,19.54
11,11140,11140174,202112,W,F,20,T18,20.04,4.28,13.89
11,11650,11650102,202212,W,M,60,T18,1442.57,260.07,1306.97
11,11140,11140124,202307,H,M,40,T18,172.52,61.0,181.49
11,11560,11560131,202110,W,M,65,T24,51.69,2.01,18.24
11,11140,11140146,202106,W,M,30,T06,18.51,17.03,55.79
11,11140,11140123,202305,H,M,40,T06,46.84,3.76,17.66
11,11560,11560128,202210,H,F,30,T09,294.43,44.83,186.44
11,11560,11560116,202211,H,M,55,T12,83.65,23.93,114.07
11,11140,11140124,202309,H,M,25,T18,92.97,56.03,180.6
11,11140,11140118,202107,W,M,15,T06,32.04,0.0,21.52
11,11140,11140106,202107,W,F,45,T24,0.54,0.28,0.72
11,11140,11140142,202309,H,F,60,T09,11.67,4.52,16.53
11,11140,11140138,202108,W,M,35,T06,40.46,64.88,95.17
11,11650,11650106,202206,W,M,40,T09,634.6,965.63,935.29
11,11560,11560134,202203,W,M,40,T15,27.92,79.11,53.96
11,11140,11140155,202311,W,M,40,T21,178.99,23.95,125.67
11,11140,11140158,202303,H,M,45,T21,43.21,9.73,19.88
11,11140,11140103,202203,W,F,30,T06,43.06,167.38,74.86
11,11650,11650103,202112,H,F,15,T24,313.92,0.0,45.33
11,11560,11560128,202109,W,F,15,T09,118.0,0.0,265.75
11,11140,11140157,202106,H,M,25,T24,4.12,1.25,14.46
11,11140,11140106,202207,H,M,15,T18,1.19,0.0,2.26
11,11560,11560134,202110,H,M,30,T21,52.95,4.25,28.34
11,11140,11140169,202202,W,F,20,T21,11.33,1.56,16.96
11,11140,11140152,202209,H,M,45,T06,33.41,10.74,27.7
11,11560,11560121,202309,H,F,15,T06,265.09,0.01,60.2
11,11560,11560132,202204,H,F,60,T18,2689.97,292.98,707.91
11,11140,11140144,202312,H,M,30,T06,254.25,45.42,144.32
11,11140,11140164,202102,W,M,15,T18,14.99,0.0,13.21
11,11140,11140115,202210,W,M,40,T24,107.6,5.34,35.86
11,11140,11140132,202307,W,F,20,T18,63.01,23.51,173.73
11,11650,11650108,202204,H,F,20,T15,1979.93,1362.77,4831.12
11,11140,11140138,202212,W,M,45,T15,39.98,215.76,147.93
11,11140,11140174,202102,W,F,20,T09,38.65,7.87,8.38
11,11140,11140139,202107,H,M,20,T12,24.89,12.23,17.81
11,11560,11560120,202305,H,M,25,T21,43.73,10.71,71.08
11,11560,11560125,202208,H,M,20,T15,80.82,30.5,73.92
11,11560,11560104,202102,W,F,60,T21,89.85,12.14,30.99
11,11140,11140167,202301,H,M,50,T15,53.47,40.6,139.08
11,11140,11140113,202109,W,M,10,T09,2.96,0.15,8.12
11,11560,11560123,202103,W,M,15,T12,75.38,0.0,83.99
11,11650,11650110,202211,W,F,40,T06,88.75,42.32,51.13
11,11560,11560102,202202,W,F,20,T12,27.88,22.19,59.58
11,11140,11140105,202106,H,F,10,T09,0.8,0.79,27.11
11,11560,11560114,202107,H,M,50,T15,174.78,36.53,81.49
11,11560,11560106,202204,H,M,25,T24,76.97,4.64,59.54
11,11140,11140136,202112,W,M,45,T18,13.34,19.54,16.87
11,11650,11650107,202202,H,M,65,T15,1322.0,174.01,1016.3
11,11140,11140164,202309,W,F,25,T06,107.61,16.36,48.83
11,11560,11560116,202210,W,F,55,T18,89.96,23.57,120.66
11,11650,11650102,202106,W,M,25,T24,1375.82,85.92,222.89
11,11560,11560111,202302,H,F,25,T21,228.38,10.91,96.36
11,11140,11140151,202305,W,M,30,T21,81.17,8.54,65.8
11,11560,11560128,202109,H,M,40,T21,267.4,22.54,85.95
11,11650,11650110,202203,H,M,60,T06,63.21,7.54,36.91
11,11140,11140109,202309,H,F,55,T15,15.11,4.26,13.68
11,11140,11140132,202203,W,F,65,T18,23.12,16.86,13.12
11,11140,11140162,202106,W,F,55,T12,1258.22,1544.98,1195.95
11,11140,11140125,202101,H,F,40,T09,21.42,25.35,39.0
11,11140,11140157,202108,H,M,60,T21,8.57,1.9,2.96
11,11140,11140146,202207,W,F,60,T12,15.0,17.97,22.4
11,11560,11560104,202209,H,M,55,T09,131.16,62.55,258.84
11,11560,11560115,202104,W,F,40,T06,284.92,96.26,130.57
11,11560,11560120,202209,H,M,20,T15,25.04,9.64,72.08
11,11140,11140127,202303,H,F,30,T15,86.12,85.93,390.59
11,11140,11140148,202108,W,M,25,T18,104.81,166.57,333.14
11,11560,11560102,202305,W,F,40,T21,149.54,5.48,53.32
11,11140,11140167,202204,W,M,10,T18,32.47,0.09,23.09
11,11140,11140149,202209,W,M,30,T15,11.67,47.69,112.7
11,11650,11650104,202111,W,F,30,T15,40.75,16.59,65.59
11,11140,11140127,202110,H,M,70,T24,33.81,0.0,20.29
11,11140,11140140,202109,H,M,25,T24,2.17,0.56,2.76
11,11140,11140142,202309,H,F,15,T21,10.5,0.0,7.57
11,11140,11140116,202209,W,F,50,T12,19.12,81.32,84.42
11,11560,11560116,202304,H,M,45,T15,119.65,22.08,115.43
11,11560,11560128,202204,W,F,25,T15,174.92,325.36,190.28
11,11140,11140123,202210,H,M,35,T15,11.13,5.69,43.57
11,11560,11560109,202103,W,M,25,T18,202.76,46.75,137.9
11,11140,11140104,202302,H,M,65,T06,73.92,9.44,46.31
11,11140,11140151,202105,W,F,40,T09,8.7,97.73,54.63
11,11560,11560124,202307,W,M,15,T12,126.08,0.01,104.72
11,11140,11140162,202207,H,F,65,T24,1797.6,60.55,223.06
11,11560,11560109,202312,W,F,50,T24,284.48,8.36,40.25
11,11560,11560117,202206,H,F,50,T15,73.54,14.02,60.15
11,11140,11140153,202212,W,F,15,T06,9.41,0.0,6.76
11,11140,11140113,202202,W,M,45,T21,12.01,8.81,36.54
11,11140,11140165,202103,H,M,15,T12,109.95,0.0,67.83
11,11140,11140126,202307,W,F,45,T21,54.14,8.67,21.47
11,11650,11650110,202202,H,M,70,T06,124.12,0.0,33.69
11,11560,11560116,202207,H,M,20,T24,84.99,11.49,49.49
11,11140,11140174,202304,H,M,30,T15,24.16,4.92,17.8
11,11140,11140101,202108,W,M,50,T24,4.53,3.38,7.62
11,11140,11140135,202111,H,M,20,T24,6.42,2.11,6.16
11,11140,11140103,202112,W,F,60,T15,14.18,34.61,32.28
11,11140,11140111,202310,H,M,15,T21,176.69,0.0,74.99
11,11140,11140118,202307,W,M,25,T21,174.0,44.25,130.95
11,11560,11560116,202105,H,F,35,T21,139.58,9.57,48.65
11,11140,11140123,202304,H,M,70,T12,35.08,0.0,46.63
11,11140,11140130,202309,H,M,35,T06,37.49,2.93,16.01
11,11560,11560124,202211,W,F,40,T18,417.53,47.82,81.42
11,11560,11560108,202309,H,M,25,T24,409.17,20.02,188.86
11,11650,11650107,202204,H,F,60,T09,1525.14,437.67,1181.32
11,11560,11560117,202312,W,F,50,T18,114.87,20.37,55.39
11,11140,11140128,202307,H,F,35,T09,36.59,9.37,31.69
11,11560,11560127,202312,H,M,25,T24,178.97,12.38,68.82
11,11560,11560116,202307,H,F,70,T18,236.66,0.01,49.75
11,11560,11560111,202203,W,F,65,T15,127.45,36.51,42.35
11,11140,11140166,202309,W,F,55,T12,106.6,426.86,243.29
11,11560,11560102,202109,W,F,65,T15,25.52,6.89,25.35
11,11560,11560115,202105,H,F,70,T09,359.13,0.01,152.18
11,11140,11140150,202101,W,M,30,T12,8.42,213.31,89.03
11,11560,11560103,202107,H,M,65,T15,60.7,19.13,50.71
11,11140,11140168,202304,W,M,60,T24,99.67,7.54,28.05
11,11560,11560106,202211,W,F,15,T18,12.45,0.0,18.15
11,11140,11140144,202105,W,M,20,T21,298.53,51.87,124.99
11,11140,11140170,202309,W,M,25,T15,21.49,56.03,46.71
11,11140,11140105,202208,W,M,40,T18,88.73,343.17,429.12
11,11140,11140152,202110,H,M,10,T15,17.35,0.06,32.07
11,11140,11140103,202106,W,F,15,T15,25.01,0.0,85.74
11,11140,11140149,202102,H,F,45,T18,19.53,8.64,29.54
11,11140,11140146,202303,W,M,40,T24,55.13,3.72,23.32
11,11560,11560128,202103,H,F,50,T15,205.3,52.02,118.82
11,11560,11560101,202310,W,F,10,T06,659.77,9.17,136.89
11,11140,11140145,202306,H,F,70,T24,40.81,0.0,6.99
11,11140,11140172,202101,H,F,50,T15,5.65,3.03,3.78
11,11140,11140150,202312,W,M,60,T06,61.05,65.38,63.07
11,11140,11140144,202110,W,M,65,T06,68.13,38.04,83.81
11,11650,11650104,202203,W,F,70,T12,93.97,0.0,144.74
11,11140,11140172,202206,H,F,30,T21,8.17,0.5,5.45
11,11140,11140126,202310,H,M,70,T12,71.58,0.0,118.64
11,11140,11140104,202103,W,F,50,T24,5.13,2.91,5.0
11,11140,11140150,202306,W,M,35,T21,108.17,27.49,106.44
11,11560,11560131,202101,H,F,60,T15,51.35,5.02,46.66
11,11140,11140163,202209,W,F,65,T06,102.33,28.75,48.61
11,11140,11140150,202108,H,M,50,T21,17.17,4.64,18.32
11,11140,11140134,202208,W,F,55,T12,5.46,98.01,36.54
11,11560,11560106,202207,W,M,60,T24,69.88,2.28,13.5
11,11140,11140121,202209,H,M,10,T15,129.82,0.21,135.44
11,11650,11650110,202207,H,F,25,T09,48.42,6.04,37.01
11,11140,11140103,202204,W,F,25,T06,26.09,142.59,56.34
11,11140,11140118,202206,H,F,10,T06,96.67,3.8,64.56
11,11560,11560115,202101,W,F,35,T21,418.9,33.2,70.56
11,11140,11140146,202108,W,M,60,T24,19.32,1.2,7.05
11,11140,11140119,202306,W,M,40,T09,22.48,198.63,122.43
11,11140,11140105,202301,H,M,55,T12,122.05,46.7,198.06
11,11140,11140162,202303,W,M,40,T06,2275.1,510.71,1096.78
11,11560,11560124,202203,H,M,10,T18,568.83,0.49,62.15
11,11140,11140171,202303,W,M,60,T21,140.71,9.61,41.26
11,11140,11140134,202311,H,F,10,T12,27.66,0.65,30.93
11,11560,11560108,202204,H,M,60,T06,179.66,23.52,89.51
11,11140,11140150,202204,W,M,50,T15,17.71,251.42,133.61
11,11140,11140136,202304,H,M,15,T09,14.62,0.0,11.18
11,11140,11140144,202211,H,M,40,T18,143.23,55.18,204.65
11,11140,11140120,202308,W,M,35,T12,48.42,276.19,191.79
11,11140,11140133,202108,H,M,45,T18,14.35,9.16,15.32
11,11560,11560111,202302,W,F,40,T18,156.49,41.0,59.88
11,11560,11560124,202310,W,M,70,T09,227.16,0.0,173.98
11,11140,11140140,202201,H,M,25,T12,2.18,1.31,8.76
11,11140,11140121,202202,H,F,15,T21,49.8,0.0,19.55
11,11140,11140160,202212,W,F,25,T06,11.16,15.0,15.64
11,11650,11650109,202311,H,F,10,T21,256.1,0.31,13.76
11,11140,11140140,202303,W,F,25,T09,6.56,44.65,14.49
11,11140,11140108,202109,W,M,35,T15,3.71,267.25,133.22
11,11140,11140126,202111,H,F,20,T09,4.8,28.94,52.42
11,11140,11140129,202303,H,F,15,T09,16.47,0.0,12.5
11,11140,11140139,202106,W,F,55,T12,12.53,34.78,13.57
11,11140,11140129,202210,W,F,45,T06,8.5,7.41,5.63
11,11140,11140138,202101,H,F,70,T18,105.69,0.41,16.87
11,11140,11140136,202312,H,F,20,T24,55.97,5.72,16.97
11,11140,11140104,202208,H,F,20,T15,13.84,59.78,166.1
11,11560,11560119,202307,W,M,25,T12,51.03,99.19,58.72
11,11560,11560125,202304,W,M,10,T15,300.87,3.79,88.63
11,11140,11140117,202309,H,F,30,T18,72.6,10.73,80.09
11,11650,11650110,202311,H,M,70,T12,104.2,0.0,108.13
11,11140,11140108,202306,H,F,10,T06,15.11,0.06,3.15
11,11560,11560130,202103,W,M,35,T12,24.78,31.0,36.45
11,11140,11140125,202101,W,F,30,T06,18.86,81.06,49.85
11,11140,11140143,202208,W,M,25,T06,60.54,17.97,26.94
11,11140,11140168,202105,H,M,45,T21,56.71,12.16,41.19
11,11560,11560130,202108,W,F,30,T18,55.5,5.96,22.02
11,11140,11140122,202209,H,M,10,T24,40.41,1.18,23.31
11,11140,11140134,202101,H,F,55,T24,9.34,1.87,2.6
11,11140,11140165,202110,H,M,15,T18,107.76,0.0,71.14
11,11560,11560122,202202,H,F,40,T06,95.54,4.82,13.26
11,11140,11140156,202301,H,M,70,T06,38.63,0.36,21.34
11,11140,11140113,202111,H,M,50,T06,14.98,9.11,30.87
11,11140,11140163,202204,W,M,10,T15,83.86,5.22,36.68
11,11560,11560123,202208,H,F,65,T12,84.11,6.74,30.84
11,11140,11140108,202101,H,F,50,T18,1.12,1.29,2.04
11,11140,11140105,202106,W,M,25,T12,13.22,654.84,258.0
11,11140,11140155,202103,W,F,45,T21,4.72,4.58,25.39
11,11140,11140114,202306,H,M,35,T12,118.82,54.92,270.17
11,11560,11560126,202210,H,F,30,T15,129.56,22.8,73.71
11,11560,11560121,202311,W,M,30,T09,205.97,701.21,364.97
11,11140,11140142,202203,H,F,50,T09,10.78,9.03,17.34
11,11650,11650102,202104,W,M,15,T24,812.01,0.0,79.31
11,11140,11140170,202204,W,F,15,T15,18.13,0.14,107.44
11,11140,11140102,202105,W,F,10,T09,0.67,0.1,5.37
11,11140,11140136,202310,H,F,50,T09,17.02,4.96,13.61
11,11140,11140155,202104,H,F,70,T12,6.25,0.0,54.87
11,11140,11140106,202302,W,M,45,T15,16.27,96.28,54.86
11,11140,11140143,202311,W,F,10,T21,78.32,0.34,11.69
11,11140,11140168,202102,H,F,15,T15,71.3,0.0,23.9
11,11560,11560107,202112,H,F,40,T15,91.67,12.65,75.36
11,11140,11140109,202312,H,F,20,T18,11.58,4.33,35.93
11,11650,11650104,202305,W,M,20,T09,11.85,8.97,31.74
11,11560,11560123,202112,W,F,15,T21,88.33,0.0,20.64
11,11560,11560108,202111,W,M,60,T12,92.63,96.89,160.21
11,11650,11650107,202311,W,M,15,T18,1669.63,0.0,2067.92
11,11560,11560113,202306,H,M,70,T24,472.72,0.0,77.59
11,11560,11560117,202311,W,F,25,T09,86.45,74.78,58.11
11,11560,11560122,202102,H,M,55,T15,48.84,28.48,34.85
11,11140,11140160,202212,W,F,60,T18,12.19,15.16,14.31
11,11140,11140126,202311,W,M,70,T24,118.84,0.0,19.5
11,11140,11140127,202212,H,M,40,T18,138.25,56.95,370.49
11,11140,11140115,202201,W,M,20,T12,3.53,13.12,140.99
11,11140,11140105,202204,W,M,15,T06,21.41,0.0,23.62
11,11140,11140169,202109,W,F,25,T21,9.24,3.54,14.82
11,11650,11650103,202306,H,M,65,T06,247.0,17.86,45.04
11,11140,11140115,202211,W,F,35,T12,47.69,242.56,158.61
11,11140,11140169,202309,H,M,65,T12,14.94,2.71,21.03
11,11140,11140123,202301,H,F,35,T18,20.45,2.14,18.97
11,11560,11560130,202112,W,F,60,T09,23.32,5.1,11.27
11,11140,11140164,202109,W,F,40,T21,65.9,4.35,18.52
11,11560,11560127,202210,W,F,65,T06,136.6,24.1,52.04
11,11140,11140163,202305,W,F,40,T21,224.81,17.52,107.07
11,11560,11560105,202102,W,F,15,T18,27.39,0.0,222.82
11,11140,11140128,202311,W,M,50,T06,43.69,30.75,62.79
11,11650,11650104,202206,W,F,40,T06,50.15,9.4,77.45
11,11140,11140133,202112,W,M,20,T09,19.42,22.32,28.42
11,11140,11140143,202110,H,F,35,T15,29.72,5.86,20.16
11,11140,11140111,202312,W,M,25,T18,192.95,177.41,402.49
11,11560,11560134,202212,W,M,35,T24,88.52,3.69,18.78
11,11560,11560131,202107,H,F,55,T09,47.13,7.8,38.9
11,11560,11560105,202308,H,F,55,T24,380.23,19.78,78.41
11,11560,11560109,202103,H,F,30,T24,503.5,18.29,174.05
11,11140,11140123,202208,W,F,20,T21,7.5,1.45,15.92
11,11140,11140171,202111,H,F,45,T06,152.46,14.57,37.62
11,11560,11560130,202312,H,M,50,T18,27.65,1.47,11.62
11,11560,11560121,202201,H,M,55,T21,365.65,13.72,102.46
11,11140,11140105,202111,H,F,20,T15,8.6,50.4,218.92
11,11560,11560123,202102,H,F,10,T15,190.2,0.18,74.06
11,11650,11650102,202210,H,M,45,T12,1183.47,524.26,1867.38
11,11140,11140105,202306,H,M,15,T21,91.96,0.0,41.8
11,11140,11140155,202108,W,M,10,T24,4.35,0.02,4.65
11,11140,11140172,202101,H,F,70,T24,4.1,0.01,1.28
11,11140,11140139,202303,H,M,50,T06,12.58,6.62,5.64
11,11140,11140104,202104,H,M,65,T18,3.77,4.47,28.99
11,11560,11560109,202307,W,M,10,T12,216.07,10.68,112.75
11,11140,11140165,202204,H,M,40,T15,209.67,80.12,188.78
11,11140,11140158,202102,W,F,60,T15,10.96,40.8,23.97
11,11650,11650106,202201,H,F,45,T12,1510.66,140.87,924.31
11,11140,11140155,202209,W,M,60,T24,46.33,4.37,11.68
11,11140,11140146,202210,H,M,35,T24,26.88,2.23,26.52
11,11650,11650110,202110,W,F,50,T24,104.16,2.55,7.13
11,11560,11560117,202309,W,M,15,T21,73.54,0.0,36.56
11,11560,11560119,202111,W,F,35,T21,150.05,11.7,58.27
11,11140,11140159,202305,W,M,30,T12,44.14,132.9,123.62
11,11560,11560123,202308,W,F,15,T09,66.62,0.0,61.47
11,11140,11140103,202209,H,F,20,T06,36.59,10.55,37.84
11,11140,11140171,202305,H,M,40,T15,108.85,35.7,112.27
11,11140,11140156,202109,H,M,40,T18,4.98,3.76,20.81
11,11140,11140150,202310,H,F,15,T21,73.61,0.0,50.11
11,11560,11560116,202304,W,M,50,T15,73.89,118.28,166.74
11,11140,11140105,202106,H,M,55,T06,15.92,23.47,54.66
11,11140,11140132,202204,W,M,45,T18,19.53,66.99,103.11
11,11140,11140121,202211,H,M,15,T24,66.29,0.0,19.99
11,11140,11140118,202303,H,F,50,T15,149.47,48.53,168.33
11,11560,11560117,202301,W,M,35,T09,75.16,67.21,93.93
11,11650,11650111,202111,W,F,55,T12,63.56,19.81,47.36
11,11140,11140142,202107,W,M,15,T15,3.65,0.0,13.89
11,11140,11140135,202204,H,M,65,T15,4.05,5.39,7.92
11,11140,11140110,202305,W,M,10,T12,25.66,0.57,17.31
11,11140,11140125,202303,H,M,15,T06,73.44,0.0,24.53
11,11140,11140132,202112,W,M,10,T18,32.49,0.76,8.55
11,11140,11140128,202212,W,M,45,T15,18.12,38.62,69.01
11,11560,11560121,202303,H,F,35,T12,315.2,92.71,370.86
11,11140,11140123,202101,W,F,35,T12,3.28,21.89,10.68
11,11560,11560114,202307,W,M,40,T15,110.44,259.79,150.12
11,11140,11140105,202206,W,M,70,T15,67.27,0.0,294.45
11,11560,11560119,202306,W,F,45,T09,91.82,137.14,92.09
11,11140,11140116,202203,W,F,40,T18,9.64,14.77,41.5
11,11140,11140124,202309,H,F,30,T24,155.83,6.55,49.58
11,11560,11560130,202110,H,M,65,T12,19.89,2.05,13.33
11,11560,11560116,202101,W,M,40,T06,104.36,47.32,170.69
11,11650,11650110,202108,W,M,30,T21,104.24,5.94,24.89
11,11650,11650106,202307,H,F,70,T18,1878.95,0.0,504.93
11,11560,11560116,202212,H,F,40,T18,134.86,14.38,73.06
11,11140,11140113,202312,H,M,10,T15,69.97,0.43,48.49
11,11140,11140129,202103,H,M,65,T21,9.07,0.23,1.29
11,11140,11140165,202102,H,F,45,T21,304.28,29.3,51.68
11,11140,11140118,202101,H,F,35,T12,31.54,38.13,83.79
11,11140,11140169,202102,H,M,45,T24,15.87,3.09,8.17
11,11140,11140101,202205,H,F,10,T12,5.29,0.06,44.74
11,11650,11650109,202204,H,M,65,T21,196.58,8.98,44.66
11,11140,11140142,202106,H,F,50,T06,9.4,3.5,11.65
11,11650,11650101,202203,H,F,20,T18,2244.44,385.74,1248.82
11,11140,11140170,202108,H,M,65,T15,11.07,2.95,20.76
11,11140,11140168,202302,W,M,15,T21,28.37,0.0,14.54
11,11140,11140137,202308,H,F,55,T18,44.56,11.32,25.54
11,11140,11140118,202304,W,M,70,T24,295.82,0.02,51.57
11,11140,11140166,202103,H,M,45,T24,23.77,8.89,21.28
11,11140,11140147,202301,H,M,35,T09,38.81,18.26,44.26
11,11140,11140172,202303,H,M,30,T18,9.0,2.96,9.42
11,11560,11560115,202112,W,F,70,T06,304.75,0.0,105.97
11,11650,11650109,202209,W,M,60,T21,153.69,2.09,21.48
11,11650,11650102,202104,H,M,45,T15,1256.75,500.14,1578.24
11,11140,11140129,202307,W,M,20,T18,11.87,5.72,17.38
11,11560,11560106,202111,W,F,55,T12,39.02,53.77,44.43
11,11140,11140168,202109,W,F,40,T15,36.92,339.39,149.8
11,11650,11650107,202302,H,M,15,T12,1628.13,0.01,2133.21
11,11560,11560103,202102,H,F,40,T18,75.93,11.32,91.28
11,11560,11560130,202204,W,F,20,T12,16.62,15.45,7.09
11,11140,11140152,202201,H,F,35,T24,10.94,0.32,11.53
11,11140,11140101,202103,W,F,50,T09,3.8,159.98,34.34
11,11140,11140123,202110,W,F,40,T24,8.86,0.35,1.52
11,11560,11560123,202107,W,F,10,T06,274.28,0.39,24.41
11,11140,11140129,202102,H,M,50,T18,6.37,3.12,9.15
11,11140,11140110,202108,H,M,70,T18,2.89,0.0,17.88
11,11140,11140163,202202,W,M,70,T24,135.76,0.0,33.1
11,11140,11140111,202310,H,M,70,T18,303.88,0.0,165.7
11,11560,11560124,202309,H,M,45,T15,237.58,29.07,146.1
11,11140,11140154,202111,W,M,15,T24,6.89,0.0,5.65
11,11560,11560112,202202,H,F,70,T09,182.08,0.0,78.27
11,11140,11140168,202302,H,M,30,T21,94.17,10.95,62.32
11,11140,11140106,202107,W,M,50,T15,1.55,64.59,35.88
11,11140,11140164,202303,H,F,40,T09,121.98,12.06,50.25
11,11140,11140114,202109,H,F,10,T09,13.95,1.16,59.43
11,11560,11560110,202311,W,M,45,T18,2405.49,2633.61,2982.96
11,11560,11560127,202208,W,F,30,T18,237.1,96.26,127.7
11,11560,11560109,202208,H,F,70,T09,187.88,0.0,111.91
11,11140,11140154,202106,H,F,20,T09,16.92,3.59,27.8
11,11560,11560129,202105,W,M,25,T06,132.94,91.15,88.0
11,11140,11140121,202107,W,F,25,T21,63.59,7.31,40.75
11,11560,11560133,202112,W,M,10,T18,1846.86,31.33,462.34
11,11140,11140129,202207,W,M,25,T09,7.34,13.83,25.51
11,11140,11140160,202204,W,F,25,T18,4.92,8.39,57.08
11,11140,11140160,202205,W,M,45,T15,9.88,136.55,54.83
11,11140,11140170,202210,W,F,10,T21,21.78,0.56,15.9
11,11140,11140138,202210,W,M,55,T12,25.24,213.3,161.01
11,11140,11140168,202105,H,F,45,T24,62.34,3.1,23.76
11,11140,11140124,202308,H,F,45,T09,123.19,82.19,131.44
11,11650,11650101,202110,W,M,70,T21,3864.61,0.01,602.09
11,11140,11140131,202105,W,F,40,T09,3.47,248.26,33.88
11,11560,11560124,202110,H,F,30,T09,285.72,28.53,82.12
11,11140,11140151,202308,H,F,10,T15,56.65,0.64,54.91
11,11140,11140165,202102,W,F,10,T15,265.21,2.83,112.9
11,11140,11140128,202310,W,F,20,T15,14.08,42.83,79.96
11,11560,11560128,202104,H,M,30,T24,428.49,20.79,132.88
11,11650,11650109,202306,H,F,65,T21,108.89,1.38,5.54
11,11140,11140106,202206,W,F,20,T18,3.39,9.09,21.84
11,11560,11560112,202103,W,M,15,T24,83.16,0.0,9.59
11,11140,11140145,202210,W,F,10,T21,21.5,0.59,13.04
11,11140,11140109,202311,H,F,25,T24,18.93,1.47,10.09
11,11140,11140153,202102,W,F,20,T18,1.34,2.54,9.86
11,11140,11140110,202207,W,F,15,T24,10.27,0.0,5.66
11,11140,11140156,202105,H,M,40,T15,2.35,9.53,29.6
11,11650,11650110,202212,W,F,70,T24,106.41,0.0,18.19
11,11650,11650106,202206,W,M,40,T12,546.9,1026.4,990.44
11,11140,11140129,202311,H,F,40,T09,30.63,8.52,36.17
11,11140,11140119,202310,H,F,70,T09,26.99,0.0,19.95
11,11560,11560103,202301,W,M,35,T15,142.28,125.16,234.15
11,11140,11140160,202312,H,F,15,T15,14.52,0.0,38.68
11,11140,11140125,202110,H,M,55,T24,30.57,7.99,23.94
11,11140,11140132,202111,W,M,45,T06,22.89,70.11,55.83
11,11140,11140146,202309,W,F,30,T12,26.25,51.29,59.41
11,11140,11140166,202103,W,F,60,T15,12.7,121.08,116.18
11,11140,11140121,202206,W,M,35,T24,81.5,7.92,35.17
11,11560,11560123,202111,H,M,65,T06,99.79,9.65,31.51
11,11140,11140159,202307,H,M,10,T06,76.02,0.6,23.62
11,11140,11140146,202311,W,M,10,T09,38.63,4.53,24.12
11,11140,11140162,202302,W,M,50,T15,1130.25,1050.98,1259.65
11,11140,11140158,202301,H,F,65,T21,28.95,1.96,5.97
11,11140,11140163,202201,W,F,20,T12,51.01,28.7,120.37
11,11140,11140113,202110,H,M,15,T18,1.74,0.0,8.18
11,11140,11140156,202312,W,M,35,T18,40.78,15.55,64.04
11,11140,11140123,202206,W,F,30,T06,9.19,8.35,10.64
11,11140,11140168,202312,H,F,25,T15,49.85,17.21,96.96
11,11650,11650104,202304,H,M,70,T12,68.7,0.0,237.03
11,11140,11140123,202310,H,M,15,T15,16.15,0.0,20.5
11,11650,11650101,202312,W,F,45,T06,3330.32,662.97,843.04
11,11140,11140144,202301,H,M,30,T15,162.33,90.54,263.02
11,11650,11650110,202102,W,M,15,T12,37.02,0.0,10.0
11,11140,11140149,202209,H,M,65,T24,21.64,1.43,6.86
11,11140,11140167,202209,H,M,50,T21,49.66,13.45,44.2
